/ SCAPS Absorption Data - CdS2
/ lambda[nm]	alpha[m^-1]
4.040000e+02	1.610701e+07
4.050000e+02	1.608157e+07
4.060000e+02	1.601835e+07
4.070000e+02	1.595685e+07
4.080000e+02	1.590162e+07
4.090000e+02	1.582830e+07
4.100000e+02	1.580593e+07
4.110000e+02	1.576926e+07
4.120000e+02	1.572604e+07
4.130000e+02	1.566643e+07
4.140000e+02	1.562248e+07
4.150000e+02	1.557811e+07
4.160000e+02	1.555202e+07
4.170000e+02	1.550866e+07
4.180000e+02	1.546768e+07
4.190000e+02	1.540816e+07
4.200000e+02	1.537263e+07
4.210000e+02	1.533613e+07
4.220000e+02	1.530965e+07
4.230000e+02	1.525124e+07
4.240000e+02	1.521442e+07
4.250000e+02	1.519173e+07
4.260000e+02	1.513667e+07
4.270000e+02	1.508938e+07
4.280000e+02	1.505850e+07
4.290000e+02	1.501905e+07
4.300000e+02	1.497850e+07
4.310000e+02	1.492430e+07
4.320000e+02	1.488811e+07
4.330000e+02	1.485385e+07
4.340000e+02	1.480828e+07
4.350000e+02	1.476740e+07
4.360000e+02	1.471661e+07
4.370000e+02	1.468608e+07
4.380000e+02	1.463225e+07
4.390000e+02	1.459265e+07
4.400000e+02	1.455775e+07
4.410000e+02	1.452129e+07
4.420000e+02	1.449545e+07
4.430000e+02	1.444441e+07
4.440000e+02	1.442128e+07
4.450000e+02	1.437699e+07
4.460000e+02	1.432720e+07
4.470000e+02	1.430960e+07
4.480000e+02	1.426056e+07
4.490000e+02	1.421005e+07
4.500000e+02	1.418353e+07
4.510000e+02	1.413860e+07
4.520000e+02	1.411524e+07
4.530000e+02	1.407289e+07
4.540000e+02	1.404224e+07
4.550000e+02	1.399999e+07
4.560000e+02	1.396491e+07
4.570000e+02	1.393453e+07
4.580000e+02	1.391131e+07
4.590000e+02	1.385446e+07
4.600000e+02	1.382183e+07
4.610000e+02	1.380064e+07
4.620000e+02	1.377038e+07
4.630000e+02	1.372897e+07
4.640000e+02	1.369684e+07
4.650000e+02	1.366743e+07
4.660000e+02	1.363383e+07
4.670000e+02	1.360339e+07
4.680000e+02	1.357143e+07
4.690000e+02	1.353269e+07
4.700000e+02	1.349826e+07
4.710000e+02	1.346404e+07
4.720000e+02	1.343106e+07
4.730000e+02	1.339902e+07
4.740000e+02	1.336895e+07
4.750000e+02	1.332294e+07
4.760000e+02	1.329482e+07
4.770000e+02	1.325790e+07
4.780000e+02	1.322415e+07
4.790000e+02	1.319226e+07
4.800000e+02	1.315322e+07
4.810000e+02	1.312132e+07
4.820000e+02	1.308972e+07
4.830000e+02	1.304529e+07
4.840000e+02	1.300366e+07
4.850000e+02	1.297374e+07
4.860000e+02	1.293322e+07
4.870000e+02	1.289767e+07
4.880000e+02	1.285588e+07
4.890000e+02	1.280785e+07
4.900000e+02	1.275790e+07
4.910000e+02	1.273000e+07
4.920000e+02	1.267909e+07
4.930000e+02	1.262896e+07
4.940000e+02	1.257839e+07
4.950000e+02	1.253666e+07
4.960000e+02	1.249517e+07
4.970000e+02	1.244884e+07
4.980000e+02	1.238895e+07
4.990000e+02	1.234078e+07
5.000000e+02	1.228026e+07
5.010000e+02	1.222570e+07
5.020000e+02	1.216373e+07
5.030000e+02	1.212036e+07
5.040000e+02	1.206399e+07
5.050000e+02	1.200689e+07
5.060000e+02	1.194647e+07
5.070000e+02	1.188733e+07
5.080000e+02	1.182243e+07
5.090000e+02	1.175995e+07
5.100000e+02	1.168839e+07
5.110000e+02	1.162443e+07
5.120000e+02	1.155406e+07
5.130000e+02	1.149521e+07
5.140000e+02	1.142324e+07
5.150000e+02	1.134797e+07
5.160000e+02	1.128441e+07
5.170000e+02	1.120955e+07
5.180000e+02	1.114722e+07
5.190000e+02	1.107469e+07
5.200000e+02	1.100702e+07
5.210000e+02	1.092822e+07
5.220000e+02	1.086348e+07
5.230000e+02	1.079372e+07
5.240000e+02	1.073517e+07
5.250000e+02	1.067589e+07
5.260000e+02	1.061167e+07
5.270000e+02	1.055128e+07
5.280000e+02	1.049725e+07
5.290000e+02	1.043702e+07
5.300000e+02	1.037518e+07
5.310000e+02	1.032053e+07
5.320000e+02	1.027765e+07
5.330000e+02	1.022757e+07
5.340000e+02	1.016890e+07
5.350000e+02	1.011610e+07
5.360000e+02	1.006860e+07
5.370000e+02	1.001679e+07
5.380000e+02	9.984051e+06
5.390000e+02	9.923605e+06
5.400000e+02	9.877068e+06
5.410000e+02	9.832723e+06
5.420000e+02	9.788204e+06
5.430000e+02	9.747272e+06
5.440000e+02	9.709257e+06
5.450000e+02	9.666479e+06
5.460000e+02	9.625898e+06
5.470000e+02	9.607423e+06
5.480000e+02	9.559671e+06
5.490000e+02	9.519016e+06
5.500000e+02	9.472037e+06
5.510000e+02	9.448949e+06
5.520000e+02	9.413314e+06
5.530000e+02	9.380399e+06
5.540000e+02	9.347184e+06
5.550000e+02	9.318498e+06
5.560000e+02	9.288614e+06
5.570000e+02	9.264682e+06
5.580000e+02	9.232512e+06
5.590000e+02	9.202254e+06
5.600000e+02	9.175666e+06
5.610000e+02	9.156626e+06
5.620000e+02	9.123006e+06
5.630000e+02	9.097928e+06
5.640000e+02	9.069549e+06
5.650000e+02	9.040603e+06
5.660000e+02	9.021026e+06
5.670000e+02	8.998574e+06
5.680000e+02	8.981648e+06
5.690000e+02	8.953640e+06
5.700000e+02	8.930131e+06
5.710000e+02	8.915538e+06
5.720000e+02	8.883208e+06
5.730000e+02	8.853460e+06
5.740000e+02	8.840552e+06
5.750000e+02	8.821533e+06
5.760000e+02	8.787082e+06
5.770000e+02	8.776377e+06
5.780000e+02	8.744182e+06
5.790000e+02	8.730309e+06
5.800000e+02	8.699109e+06
5.810000e+02	8.689752e+06
5.820000e+02	8.660210e+06
5.830000e+02	8.649515e+06
5.840000e+02	8.628493e+06
5.850000e+02	8.599141e+06
5.860000e+02	8.595510e+06
5.870000e+02	8.573519e+06
5.880000e+02	8.544383e+06
5.890000e+02	8.529245e+06
5.900000e+02	8.511802e+06
5.910000e+02	8.486462e+06
5.920000e+02	8.474428e+06
5.930000e+02	8.452316e+06
5.940000e+02	8.429846e+06
5.950000e+02	8.414764e+06
5.960000e+02	8.396850e+06
5.970000e+02	8.380423e+06
5.980000e+02	8.367388e+06
5.990000e+02	8.355564e+06
6.000000e+02	8.337087e+06
6.010000e+02	8.322628e+06
6.020000e+02	8.304698e+06
6.030000e+02	8.291507e+06
6.040000e+02	8.264786e+06
6.050000e+02	8.248261e+06
6.060000e+02	8.231317e+06
6.070000e+02	8.217920e+06
6.080000e+02	8.191012e+06
6.090000e+02	8.184953e+06
6.100000e+02	8.172489e+06
6.110000e+02	8.154331e+06
6.120000e+02	8.151051e+06
6.130000e+02	8.132153e+06
6.140000e+02	8.111036e+06
6.150000e+02	8.088427e+06
6.160000e+02	8.088265e+06
6.170000e+02	8.070857e+06
6.180000e+02	8.065675e+06
6.190000e+02	8.038109e+06
6.200000e+02	8.022032e+06
6.210000e+02	7.993983e+06
6.220000e+02	7.995179e+06
6.230000e+02	7.983187e+06
6.240000e+02	7.961933e+06
6.250000e+02	7.945272e+06
6.260000e+02	7.932599e+06
6.270000e+02	7.919699e+06
6.280000e+02	7.910783e+06
6.290000e+02	7.906892e+06
6.300000e+02	7.887595e+06
6.310000e+02	7.866537e+06
6.320000e+02	7.876209e+06
6.330000e+02	7.861455e+06
6.340000e+02	7.833267e+06
6.350000e+02	7.816847e+06
6.360000e+02	7.798884e+06
6.370000e+02	7.804886e+06
6.380000e+02	7.777873e+06
6.390000e+02	7.770200e+06
6.400000e+02	7.759733e+06
6.410000e+02	7.748628e+06
6.420000e+02	7.730619e+06
6.430000e+02	7.725170e+06
6.440000e+02	7.698053e+06
6.450000e+02	7.698191e+06
6.460000e+02	7.693382e+06
6.470000e+02	7.681960e+06
6.480000e+02	7.650621e+06
6.490000e+02	7.639825e+06
6.500000e+02	7.624778e+06
6.510000e+02	7.623524e+06
6.520000e+02	7.620163e+06
6.530000e+02	7.593550e+06
6.540000e+02	7.604413e+06
6.550000e+02	7.574376e+06
6.560000e+02	7.576855e+06
6.570000e+02	7.543157e+06
6.580000e+02	7.548586e+06
6.590000e+02	7.542816e+06
6.600000e+02	7.509689e+06
6.610000e+02	7.509048e+06
6.620000e+02	7.499361e+06
6.630000e+02	7.479110e+06
6.640000e+02	7.476089e+06
6.650000e+02	7.463755e+06
6.660000e+02	7.445184e+06
6.670000e+02	7.441828e+06
6.680000e+02	7.421709e+06
6.690000e+02	7.415421e+06
6.700000e+02	7.399601e+06
6.710000e+02	7.392347e+06
6.720000e+02	7.379018e+06
6.730000e+02	7.373126e+06
6.740000e+02	7.364805e+06
6.750000e+02	7.346673e+06
6.760000e+02	7.331168e+06
6.770000e+02	7.328872e+06
6.780000e+02	7.310095e+06
6.790000e+02	7.286648e+06
6.800000e+02	7.291152e+06
6.810000e+02	7.277318e+06
6.820000e+02	7.277183e+06
6.830000e+02	7.257720e+06
6.840000e+02	7.271503e+06
6.850000e+02	7.247101e+06
6.860000e+02	7.241417e+06
6.870000e+02	7.225322e+06
6.880000e+02	7.206964e+06
6.890000e+02	7.192115e+06
6.900000e+02	7.191345e+06
6.910000e+02	7.176129e+06
6.920000e+02	7.160705e+06
6.930000e+02	7.159444e+06
6.940000e+02	7.140444e+06
6.950000e+02	7.145492e+06
6.960000e+02	7.133085e+06
6.970000e+02	7.125687e+06
6.980000e+02	7.118597e+06
6.990000e+02	7.107457e+06
7.000000e+02	7.096541e+06
7.010000e+02	7.091047e+06
7.020000e+02	7.083151e+06
7.030000e+02	7.064108e+06
7.040000e+02	7.077700e+06
7.050000e+02	7.044936e+06
7.060000e+02	7.040113e+06
7.070000e+02	7.047992e+06
7.080000e+02	7.037205e+06
7.090000e+02	7.018573e+06
7.100000e+02	7.021183e+06
7.110000e+02	6.997457e+06
7.120000e+02	6.982529e+06
7.130000e+02	6.973263e+06
7.140000e+02	6.970734e+06
7.150000e+02	6.949761e+06
7.160000e+02	6.961321e+06
7.170000e+02	6.941245e+06
7.180000e+02	6.916515e+06
7.190000e+02	6.913420e+06
7.200000e+02	6.929535e+06
7.210000e+02	6.913337e+06
7.220000e+02	6.915722e+06
7.230000e+02	6.908141e+06
7.240000e+02	6.886559e+06
7.250000e+02	6.867880e+06
7.260000e+02	6.865579e+06
7.270000e+02	6.846088e+06
7.280000e+02	6.833279e+06
7.290000e+02	6.821652e+06
7.300000e+02	6.847460e+06
7.310000e+02	6.821740e+06
7.320000e+02	6.799439e+06
7.330000e+02	6.803049e+06
7.340000e+02	6.810064e+06
7.350000e+02	6.760465e+06
7.360000e+02	6.779482e+06
7.370000e+02	6.790829e+06
7.380000e+02	6.772914e+06
7.390000e+02	6.749010e+06
7.400000e+02	6.749010e+06
7.410000e+02	6.719541e+06
7.420000e+02	6.724067e+06
7.430000e+02	6.753313e+06
7.440000e+02	6.697996e+06
7.450000e+02	6.683736e+06
7.460000e+02	6.689132e+06
7.470000e+02	6.688139e+06
7.480000e+02	6.673123e+06
7.490000e+02	6.683830e+06
7.500000e+02	6.668302e+06
7.510000e+02	6.650806e+06
7.520000e+02	6.640181e+06
7.530000e+02	6.661085e+06
7.540000e+02	6.636484e+06
7.550000e+02	6.657974e+06
7.560000e+02	6.657047e+06
7.570000e+02	6.590210e+06
7.580000e+02	6.613872e+06
7.590000e+02	6.623571e+06
7.600000e+02	6.606471e+06
7.610000e+02	6.551295e+06
7.620000e+02	6.571500e+06
7.630000e+02	6.542778e+06
7.640000e+02	6.550640e+06
7.650000e+02	6.572448e+06
7.660000e+02	6.553725e+06
7.670000e+02	6.515956e+06
7.680000e+02	6.512894e+06
7.690000e+02	6.519514e+06
7.700000e+02	6.485914e+06
7.710000e+02	6.480163e+06
7.720000e+02	6.542553e+06
7.730000e+02	6.508577e+06
7.740000e+02	6.507661e+06
7.750000e+02	6.504678e+06
7.760000e+02	6.493931e+06
7.770000e+02	6.444311e+06
7.780000e+02	6.448427e+06
7.790000e+02	6.443811e+06
7.800000e+02	6.421382e+06
7.810000e+02	6.415461e+06
7.820000e+02	6.389377e+06
7.830000e+02	6.373897e+06
7.840000e+02	6.463829e+06
7.850000e+02	6.417217e+06
7.860000e+02	6.405576e+06
7.870000e+02	6.410060e+06
7.880000e+02	6.398437e+06
7.890000e+02	6.341626e+06
7.900000e+02	6.371994e+06
7.910000e+02	6.428571e+06
7.920000e+02	6.402860e+06
7.930000e+02	6.401060e+06
7.940000e+02	6.346705e+06
7.950000e+02	6.328521e+06
7.960000e+02	6.353192e+06
7.970000e+02	6.322374e+06
7.980000e+02	6.310818e+06
7.990000e+02	6.299135e+06
8.000000e+02	6.333026e+06
8.010000e+02	6.307133e+06
8.020000e+02	6.280108e+06
8.030000e+02	6.256542e+06
8.040000e+02	6.299884e+06
8.050000e+02	6.309903e+06
8.060000e+02	6.299760e+06
8.070000e+02	6.347374e+06
8.080000e+02	6.281624e+06
8.090000e+02	6.223403e+06
8.100000e+02	6.212588e+06
8.110000e+02	6.240872e+06
8.120000e+02	6.266275e+06
8.130000e+02	6.241852e+06
8.140000e+02	6.231766e+06
8.150000e+02	6.202429e+06
8.160000e+02	6.210363e+06
8.170000e+02	6.190385e+06
8.180000e+02	6.173250e+06
8.190000e+02	6.176411e+06
8.200000e+02	6.198008e+06
8.210000e+02	6.170686e+06
8.220000e+02	6.150114e+06
8.230000e+02	6.165996e+06
8.240000e+02	6.128349e+06
8.250000e+02	6.124547e+06
8.260000e+02	6.109658e+06
8.270000e+02	6.160025e+06
8.280000e+02	6.174281e+06
8.290000e+02	6.135746e+06
8.300000e+02	6.177444e+06
8.310000e+02	6.129971e+06
8.320000e+02	6.222662e+06
8.330000e+02	6.144936e+06
8.340000e+02	6.102689e+06
8.350000e+02	6.071950e+06
8.360000e+02	6.061479e+06
8.370000e+02	6.154408e+06
8.380000e+02	6.195245e+06
8.390000e+02	6.132936e+06
8.400000e+02	6.069503e+06
8.410000e+02	6.110171e+06
8.420000e+02	6.125706e+06
8.430000e+02	6.120419e+06
8.440000e+02	6.161296e+06
8.450000e+02	6.168707e+06
8.460000e+02	6.111477e+06
8.470000e+02	6.086319e+06
8.480000e+02	6.094030e+06
8.490000e+02	6.125315e+06
8.500000e+02	6.088970e+06
8.510000e+02	6.126577e+06
8.520000e+02	6.159673e+06
8.530000e+02	6.113891e+06
8.540000e+02	6.101177e+06
8.550000e+02	6.148338e+06
8.560000e+02	6.122865e+06
8.570000e+02	6.138938e+06
8.580000e+02	6.134055e+06
8.590000e+02	6.134669e+06
8.600000e+02	6.101483e+06
8.610000e+02	6.139035e+06
8.620000e+02	6.148277e+06
8.630000e+02	6.046889e+06
8.640000e+02	6.049045e+06
8.650000e+02	6.066695e+06
8.660000e+02	6.108451e+06
8.670000e+02	6.146696e+06
8.680000e+02	6.270357e+06
8.690000e+02	6.185415e+06
8.700000e+02	6.227648e+06
8.710000e+02	6.157749e+06
8.720000e+02	6.227811e+06
8.730000e+02	6.230346e+06
8.740000e+02	6.146291e+06
8.750000e+02	6.241755e+06
8.760000e+02	6.194352e+06
8.770000e+02	6.162808e+06
8.780000e+02	6.092446e+06
8.790000e+02	6.192375e+06
8.800000e+02	6.195041e+06
8.810000e+02	6.122391e+06
8.820000e+02	6.082605e+06
8.830000e+02	6.219944e+06
8.840000e+02	6.242313e+06
8.850000e+02	6.148486e+06
8.860000e+02	6.251007e+06
8.870000e+02	6.274169e+06
8.880000e+02	6.282144e+06
8.890000e+02	6.321672e+06
8.900000e+02	6.222172e+06
8.910000e+02	6.324979e+06
8.920000e+02	6.244804e+06
8.930000e+02	6.338070e+06
8.940000e+02	5.994147e+06
8.950000e+02	6.264430e+06
8.960000e+02	6.161651e+06
8.970000e+02	6.115841e+06
8.980000e+02	6.279162e+06
8.990000e+02	6.182848e+06
9.000000e+02	6.119275e+06
