Dataset,Data Source,Matched Peaks,Mean TC,Std Dev,Min TC,Max TC,R Factor,Preferred,Suppressed
reach_TC,Excel,24,1.0000000000000002,1.1567920671862955,0.20938181304663886,5.895802307834194,0.6784487998664576,8,16
