Dataset,Matched Peaks,Mean TC,Std Dev,Min TC,Max TC,R Factor
Training_BraggBrentano_1hr_1,59,0.9999999999999998,1.4433838818500377,0.1521953890030942,8.628968334811573,267.85743598209706
Training_BraggBrentano_Fast,59,0.9999999999999999,1.4093456497101264,0.1495132960863843,8.260987167601234,44.143231222638
